id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
27,0.130346232179226,0.0,0.0142573710091607,1.0,0.0,1.0,0.2903225806451612,0.0199983091663738,0.2100840336134454,0.0,0.2,0.07551240560949292,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
28,0.4650373387644263,1.0,0.0911467201976808,0.0,0.125,0.0,0.7580645161290323,0.963320627516811,0.4873949579831932,0.4285714285714285,0.95,0.033441208198489704,0.2462787550744248,0.5318860244233379,0.1428571428571429,0.25,0.9444444444444444,1.0,1.0,0.0,2
30,0.992532247114732,0.0,0.0142740248593133,1.0,0.0,1.0,0.2903225806451612,0.023482759866562,0.2100840336134454,0.0,0.55,0.27777777777777773,1.0,0.0051560379918588,0.1428571428571429,0.25,0.0,1.0,0.0,0.0,2
32,0.2131704005431093,0.0,0.014302889295084,1.0,0.0,0.0,0.1612903225806451,0.6472496192321552,0.638655462184874,1.0,0.35,0.16990291262135923,0.1427604871447902,0.648032564450475,0.5714285714285714,0.0625,0.7222222222222221,1.0,1.0,1.0,3
33,0.3455532926001358,1.0,0.6501172644424607,1.0,0.25,1.0,0.064516129032258,0.429135957303045,0.0,0.0,0.25,0.35760517799352753,0.5818673883626523,0.4621438263229308,0.8571428571428571,0.4375,0.2777777777777777,1.0,1.0,0.0,0
35,0.8995247793618465,1.0,0.0770017664312992,0.0,0.0625,1.0,0.0,0.6449247429803208,0.2521008403361344,0.7142857142857142,0.15,0.6709816612729235,0.527063599458728,0.648032564450475,0.7142857142857143,0.3125,0.2222222222222222,1.0,0.0,1.0,1
38,0.8995247793618465,0.0,0.0142655932569314,1.0,0.0,1.0,0.2903225806451612,0.0188591315342227,0.1680672268907563,0.0,0.2,0.14617044228694712,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
39,0.130346232179226,0.0,0.0362314871797245,0.0,0.1875,1.0,0.1774193548387096,0.084365911351347,0.823529411764706,0.4285714285714285,0.55,0.22222222222222227,0.938430311231394,0.7970149253731345,0.4285714285714286,0.6875,0.3333333333333333,1.0,1.0,0.0,0
41,0.4650373387644263,1.0,0.0144282666483237,0.0,0.0,0.0,0.9516129032258064,0.9044590098654102,0.9243697478991596,0.4285714285714285,0.05,0.6774541531823085,0.3470906630581867,0.0526458616010854,0.2142857142857143,0.0,0.3333333333333333,1.0,0.0,1.0,1
42,0.3034623217922606,1.0,0.5144045934560626,1.0,0.0,0.0,0.2096774193548387,0.0285538542916328,0.495798319327731,0.4285714285714285,0.15,0.21521035598705507,0.0872801082543978,0.3590230664857531,0.7142857142857143,0.1875,0.2222222222222222,0.0,1.0,0.0,3
43,0.0597420230821452,0.0,0.0142711623545968,1.0,0.3125,1.0,0.2903225806451612,0.0189778623497774,0.1680672268907563,0.0,0.55,0.14617044228694712,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
44,0.4650373387644263,1.0,0.8611981550878405,1.0,0.0,0.0,0.5,0.9663896062404784,0.1764705882352941,0.0,0.65,0.6402373247033442,0.7936400541271988,0.1419267299864315,0.8571428571428571,0.1875,0.4999999999999999,1.0,0.0,1.0,3
45,0.8995247793618465,0.0,0.6283187424645507,0.0,0.0625,1.0,0.6935483870967742,0.1182677553277735,0.5126050420168068,0.7142857142857142,0.2,0.32146709816612734,0.9560216508795673,0.7869742198100408,0.7857142857142857,0.1875,0.0555555555555555,1.0,0.0,1.0,1
46,0.9775967413441954,0.0,0.5812587974512213,1.0,0.0,0.0,0.0806451612903225,0.3884721388256698,0.638655462184874,0.8571428571428572,1.0,0.15210355987055013,0.1427604871447902,0.4621438263229308,0.8571428571428571,0.5,0.4444444444444445,1.0,0.0,0.0,2
48,0.4317718940936863,0.0,0.0143656108765953,0.0,0.0,0.0,0.8870967741935484,0.4040005216927015,0.9747899159663864,1.0,0.75,0.36893203883495146,0.8761840324763195,0.8146540027137043,0.8571428571428571,0.1875,0.6111111111111112,1.0,1.0,0.0,1
49,0.9775967413441954,0.0,0.0143872406530147,0.0,0.0,1.0,0.1612903225806451,0.4094755296823997,0.1092436974789916,0.8571428571428572,1.0,0.42286947141316084,0.4120433017591339,0.8146540027137043,0.4285714285714286,0.25,0.3888888888888889,1.0,0.0,1.0,0
50,0.4650373387644263,1.0,0.6060201050043847,0.0,0.125,1.0,0.6451612903225806,0.0128615731439534,0.6722689075630252,0.5714285714285714,0.5,0.20064724919093854,0.951962110960758,0.4621438263229308,0.3571428571428571,0.4375,0.1666666666666666,1.0,0.0,0.0,1
51,0.3455532926001358,0.0,0.3977568204615218,0.0,0.0,1.0,0.0967741935483871,0.079036334108677,0.5882352941176471,0.5714285714285714,0.35,0.35760517799352753,0.4411366711772666,0.9109905020352782,0.3571428571428571,0.6875,0.0,1.0,1.0,1.0,0
53,0.7182620502376104,0.0,0.0940381807769232,0.0,0.0,1.0,0.1129032258064516,0.3632137768042771,0.5882352941176471,0.1428571428571428,0.05,0.5960086299892126,0.874830852503383,0.1080054274084124,0.5714285714285714,0.1875,0.9444444444444444,1.0,1.0,1.0,1
55,0.3455532926001358,1.0,0.905564391735969,1.0,0.125,1.0,0.1451612903225806,0.121107004673821,0.2773109243697479,0.5714285714285714,0.75,0.35760517799352753,0.3220568335588634,0.630122116689281,0.6428571428571429,0.1875,0.6111111111111112,1.0,1.0,1.0,1
56,0.130346232179226,0.0,0.0142659576399573,1.0,0.0,1.0,0.4516129032258065,0.0307983628531446,0.2100840336134454,0.0,0.4,0.14617044228694712,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
57,0.8995247793618465,0.0,0.0142701601908564,1.0,0.0,1.0,0.2903225806451612,0.0195989833190651,0.2100840336134454,0.0,0.2,0.07551240560949292,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
59,0.3455532926001358,1.0,0.6137254602149116,0.0,0.3125,0.0,0.0967741935483871,0.1190937442868565,0.5546218487394957,0.1428571428571428,0.45,0.17206040992448762,0.8761840324763195,0.7869742198100408,0.2857142857142857,0.3125,0.9444444444444444,1.0,0.0,0.0,1
61,0.691785471826205,1.0,0.0903955253767948,0.0,0.0625,1.0,0.5483870967741935,0.4334902681569166,0.8319327731092437,1.0,0.2,0.17206040992448762,0.7401894451962112,0.0876526458616011,0.9285714285714284,0.4375,0.4444444444444445,1.0,0.0,0.0,1
63,0.3034623217922606,0.0,0.0143443918592233,1.0,0.0,1.0,0.5645161290322581,0.582633984330205,0.2436974789915966,0.4285714285714285,0.8,0.6774541531823085,0.1427604871447902,0.4483039348710991,0.8571428571428571,0.5625,0.5555555555555556,1.0,0.0,1.0,2
65,0.5390359809911744,0.0,0.345273250970276,1.0,0.0,1.0,0.2580645161290322,0.4557726631833955,0.2605042016806722,0.1428571428571428,0.75,0.26591154261057176,0.3349120433017591,0.3590230664857531,0.3571428571428571,0.6875,0.1666666666666666,0.0,1.0,1.0,2
67,0.2131704005431093,0.0,0.0144715584435395,0.0,0.1875,0.0,0.467741935483871,0.1334569322927232,0.5546218487394957,0.5714285714285714,0.7000000000000001,0.42286947141316084,0.2117726657645466,0.648032564450475,0.7857142857142857,0.0625,0.1111111111111111,0.0,0.0,1.0,1
68,0.691785471826205,1.0,0.2738682103879733,0.0,0.0,1.0,0.7096774193548387,0.6322965752210595,0.9495798319327732,0.8571428571428572,0.05,0.35760517799352753,0.2347767253044654,0.9959294436906376,0.9285714285714284,0.625,0.1111111111111111,1.0,0.0,0.0,3
70,0.130346232179226,1.0,0.4175525153333118,1.0,0.0,0.0,0.3064516129032257,0.3610594314171114,0.1848739495798319,0.5714285714285714,0.7000000000000001,0.16990291262135923,0.1427604871447902,0.4621438263229308,0.7857142857142857,0.0,0.1111111111111111,1.0,0.0,1.0,1
72,0.3455532926001358,0.0,0.4085785511219534,0.0,0.25,1.0,0.0967741935483871,0.4216973609314376,0.4873949579831932,0.8571428571428572,0.25,0.6035598705501618,0.996617050067659,0.3012211668928087,0.6428571428571429,0.0625,0.0,1.0,0.0,1.0,2
73,0.691785471826205,1.0,0.6228334771872617,1.0,0.0,1.0,0.1612903225806451,0.0179657980823672,0.8991596638655462,0.1428571428571428,0.25,0.12837108953613802,0.5338294993234101,0.4621438263229308,0.2142857142857143,0.0625,1.0,1.0,1.0,0.0,3
74,0.4650373387644263,0.0,0.014437721614913,1.0,0.0,0.0,0.467741935483871,0.4196482943127883,0.3697478991596638,0.2857142857142857,0.45,0.42286947141316084,0.1427604871447902,0.4621438263229308,0.1428571428571429,0.375,0.6111111111111112,1.0,0.0,1.0,3
77,0.8995247793618465,0.0,0.8741495879322874,1.0,0.0,1.0,0.9193548387096774,0.8472854204948033,0.2605042016806722,0.2857142857142857,0.9,0.6499460625674218,0.4512855209742896,0.4621438263229308,0.9285714285714284,0.75,0.6111111111111112,1.0,0.0,1.0,1
78,0.130346232179226,0.0,0.0142659549898989,1.0,0.0,1.0,0.6290322580645161,0.0196091331170231,0.0420168067226891,0.0,0.2,0.3268608414239483,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
82,0.4317718940936863,1.0,0.1023213012716945,1.0,0.0,1.0,0.0,0.8478050791319504,0.5546218487394957,0.8571428571428572,0.5,0.26591154261057176,0.9614343707713128,0.8146540027137043,0.8571428571428571,0.4375,0.2777777777777777,1.0,1.0,1.0,1
84,0.130346232179226,0.0,0.014280373515816,1.0,0.0,1.0,0.4032258064516129,0.0192235704216709,0.0420168067226891,0.0,0.2,0.27777777777777773,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
85,0.9035980991174474,0.0,0.6527043914350903,1.0,0.0,0.0,0.0967741935483871,0.1199871177070524,0.0168067226890756,0.8571428571428572,0.5,0.15480043149946063,0.131935047361299,0.0051560379918588,0.2857142857142857,0.4375,0.3333333333333333,0.0,1.0,0.0,2
86,0.7345553292600134,1.0,0.4049448476190002,0.0,0.4375,1.0,0.9838709677419356,0.4374079951088429,0.2773109243697479,0.8571428571428572,0.8500000000000001,0.16990291262135923,0.1427604871447902,0.4621438263229308,0.9285714285714284,0.5625,0.2222222222222222,1.0,1.0,1.0,3
90,0.4650373387644263,1.0,0.9328262515248584,1.0,0.25,1.0,0.0806451612903225,0.5831729671197219,0.2773109243697479,0.8571428571428572,0.2,0.16990291262135923,0.6813261163734776,0.3611940298507463,0.7142857142857143,0.3125,0.4999999999999999,1.0,1.0,1.0,1
91,0.0597420230821452,0.0,0.6008397717852236,1.0,0.0,1.0,0.8387096774193549,0.015864679722083,0.2100840336134454,0.4285714285714285,0.4,0.15480043149946063,1.0,0.0051560379918588,0.8571428571428571,0.6875,0.5555555555555556,1.0,1.0,0.0,2
94,0.3455532926001358,1.0,0.0032036948732102,1.0,0.0625,1.0,0.0,0.0491247812261334,0.495798319327731,0.7142857142857142,0.15,0.9137001078748652,0.8788903924221922,0.8146540027137043,0.7857142857142857,0.1875,0.2222222222222222,1.0,0.0,0.0,1
95,0.0678886625933469,1.0,0.4133207833164611,0.0,0.25,1.0,0.0967741935483871,0.5817039901883645,0.6470588235294118,0.8571428571428572,0.25,0.35760517799352753,0.4411366711772666,0.7134328358208956,0.6428571428571429,0.0625,0.6666666666666665,1.0,0.0,1.0,3
96,0.636795655125594,0.0,0.6360706114995953,0.0,0.25,1.0,0.0,0.8477479492506602,0.5546218487394957,0.0,0.1,0.21952535059331177,0.8450608930987822,0.3611940298507463,0.9285714285714284,0.4375,0.6666666666666665,1.0,1.0,0.0,0
98,0.4317718940936863,0.0,0.014360112447153,1.0,0.0,1.0,0.3387096774193548,0.1341562842664716,0.5546218487394957,0.1428571428571428,0.0,0.42286947141316084,0.8761840324763195,0.8146540027137043,0.2857142857142857,0.1875,0.9444444444444444,1.0,0.0,0.0,1
101,0.3455532926001358,0.0,0.9666226813364528,1.0,0.0,0.0,0.5,0.0205653994210745,0.6722689075630252,0.0,0.05,0.27346278317152106,0.7050067658998647,0.4567164179104478,0.9285714285714284,0.1875,1.0,0.0,1.0,0.0,2
102,0.3455532926001358,1.0,0.6484576609712158,1.0,0.125,1.0,0.8387096774193549,0.420348657377521,0.8571428571428571,0.5714285714285714,0.45,0.15210355987055013,0.7401894451962112,0.4621438263229308,0.7857142857142857,0.0,0.6111111111111112,1.0,1.0,1.0,2
104,0.130346232179226,0.0,0.699008419665194,1.0,0.0,1.0,0.4838709677419355,0.4373498141682284,0.8319327731092437,0.8571428571428572,0.05,0.007551240560949202,0.5284167794316644,0.4621438263229308,0.8571428571428571,0.6875,0.2777777777777777,1.0,1.0,1.0,2
105,0.4650373387644263,0.0,0.014428120453437,0.0,0.1875,0.0,0.1612903225806451,0.6500087450188228,0.1932773109243697,0.4285714285714285,0.95,0.7157497303128371,0.1427604871447902,0.648032564450475,0.6428571428571429,0.375,0.6666666666666665,1.0,1.0,1.0,1
108,0.0597420230821452,0.0,0.0142934754043994,1.0,0.0,1.0,0.2419354838709677,0.0196793607314166,0.3109243697478991,0.0,0.2,0.07551240560949292,1.0,0.0051560379918588,0.1428571428571429,0.0,0.2777777777777777,1.0,0.0,0.0,2
109,0.8995247793618465,0.0,0.0142655813316687,1.0,0.0,1.0,0.8387096774193549,0.019527906647499,0.0420168067226891,0.0,0.55,0.14617044228694712,0.4830852503382949,0.0051560379918588,0.1428571428571429,0.0,0.2777777777777777,1.0,0.0,0.0,2
112,0.8995247793618465,0.0,0.0142662032120329,1.0,0.3125,1.0,0.2903225806451612,0.0209826224429858,0.2100840336134454,0.0,0.55,0.14617044228694712,1.0,0.0051560379918588,0.0714285714285714,0.25,0.2777777777777777,1.0,0.0,0.0,2
113,0.691785471826205,0.0,0.8697606036601178,1.0,0.0,0.0,0.6774193548387097,0.3704956756778239,0.3949579831932773,0.2857142857142857,0.7000000000000001,0.13160733549083062,0.3504736129905277,0.3899592944369063,0.7857142857142857,0.625,1.0,1.0,0.0,1.0,1
114,0.5112016293279023,0.0,0.0143316667206049,0.0,1.0,0.0,0.3387096774193548,0.8477302497573076,0.4705882352941176,0.8571428571428572,0.75,0.26591154261057176,0.8788903924221922,0.8146540027137043,0.9285714285714284,0.5,0.0,0.0,0.0,1.0,3
115,0.4650373387644263,1.0,0.0789797664655759,0.0,0.125,0.0,0.467741935483871,0.4006984346463297,0.5882352941176471,0.1428571428571428,0.15,0.6402373247033442,0.148849797023004,0.4621438263229308,0.2857142857142857,0.0625,0.2222222222222222,1.0,0.0,0.0,3
118,0.130346232179226,0.0,0.0142706813690026,1.0,0.0,1.0,0.8387096774193549,0.0185618751057358,0.2100840336134454,0.0,0.2,0.07551240560949292,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
119,0.9151391717583164,0.0,0.589946514724345,1.0,0.125,0.0,0.1612903225806451,0.3943368143672805,0.2184873949579832,0.8571428571428572,0.15,0.9137001078748652,0.7070365358592694,0.4621438263229308,0.8571428571428571,0.4375,0.7222222222222221,1.0,0.0,0.0,1
120,0.4317718940936863,1.0,0.5841798931915438,0.0,0.0,0.0,0.2258064516129032,0.8477960830147309,0.8319327731092437,0.8571428571428572,0.05,0.26591154261057176,0.9614343707713128,0.8146540027137043,0.8571428571428571,0.5,0.5555555555555556,0.0,1.0,0.0,1
121,0.0597420230821452,0.0,0.0142648463821473,1.0,0.0,1.0,0.8387096774193549,0.0186883986674023,0.0420168067226891,0.0,0.2,0.15480043149946063,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
122,0.8995247793618465,0.0,0.939131976640338,0.0,0.0,0.0,0.5645161290322581,0.6435540600799746,0.7899159663865546,0.7142857142857142,0.15,0.29288025889967634,0.8640054127198917,0.6602442333785619,0.6428571428571429,0.0625,0.4999999999999999,1.0,0.0,1.0,0
123,0.0128988458927358,0.0,0.0142820717615551,1.0,0.0,1.0,0.2903225806451612,0.0218503448305817,0.2100840336134454,0.8571428571428572,0.55,0.15480043149946063,0.131935047361299,0.0051560379918588,0.1428571428571429,0.6875,0.3333333333333333,1.0,0.0,1.0,2
124,0.4317718940936863,1.0,0.0317675747155127,1.0,0.0,1.0,0.2903225806451612,0.8476606940431196,0.7899159663865546,0.4285714285714285,0.3,0.05987055016181221,0.9566982408660352,0.3611940298507463,0.7142857142857143,0.1875,0.1111111111111111,1.0,0.0,1.0,3
125,0.130346232179226,0.0,0.0142685776643329,1.0,0.0,1.0,0.6451612903225806,0.0232647703787043,0.4285714285714285,0.0,0.2,0.05987055016181221,1.0,0.0051560379918588,0.1428571428571429,0.0,0.2777777777777777,1.0,0.0,0.0,2
127,0.8995247793618465,0.0,0.0142671855003356,1.0,0.0,1.0,0.6290322580645161,0.0207651190565629,0.0672268907563025,0.0,0.2,0.07551240560949292,1.0,0.0051560379918588,0.1428571428571429,0.25,0.5555555555555556,1.0,0.0,0.0,2
130,0.130346232179226,1.0,0.0143677583072281,0.0,0.0,1.0,0.1935483870967742,0.0139165104776847,0.4873949579831932,0.1428571428571428,1.0,0.36893203883495146,0.9614343707713128,0.8146540027137043,0.8571428571428571,0.5,0.2777777777777777,1.0,1.0,1.0,2
131,0.0597420230821452,0.0,0.0142693890238706,1.0,0.0,1.0,0.8387096774193549,0.0225277617471426,0.0672268907563025,0.0,0.2,0.07551240560949292,1.0,0.0051560379918588,0.1428571428571429,0.25,0.6666666666666665,1.0,0.0,0.0,2
132,0.4650373387644263,0.0,0.3764559732621089,1.0,0.25,0.0,0.0967741935483871,0.4285954686793054,0.5546218487394957,0.5714285714285714,0.2,0.13160733549083062,0.7401894451962112,0.4621438263229308,0.2142857142857143,0.25,0.7222222222222221,1.0,0.0,1.0,2
134,0.4317718940936863,0.0,0.6706542884094999,1.0,0.0,1.0,0.4838709677419355,0.0879598277737431,0.5546218487394957,1.0,0.35,0.26591154261057176,0.9614343707713128,0.8146540027137043,0.2142857142857143,0.0625,1.0,1.0,1.0,1.0,0
135,0.130346232179226,1.0,0.0143252014615338,0.0,0.0,1.0,0.4516129032258065,0.3629573939448761,0.3697478991596638,0.4285714285714285,0.15,0.42286947141316084,0.3470906630581867,0.8146540027137043,0.6428571428571429,0.1875,0.4999999999999999,1.0,0.0,1.0,1
136,0.3455532926001358,1.0,0.9331333844564632,0.0,0.0,1.0,0.5483870967741935,0.906752489365686,0.2605042016806722,0.2857142857142857,0.05,0.19417475728155345,0.584573748308525,0.4621438263229308,0.9285714285714284,0.0625,0.3888888888888889,1.0,0.0,1.0,3
137,0.130346232179226,0.0,0.0142608041597796,1.0,0.0,1.0,0.6290322580645161,0.0180847892322457,0.2100840336134454,0.0,0.2,0.3268608414239483,1.0,0.0051560379918588,0.1428571428571429,0.3125,0.2777777777777777,1.0,0.0,0.0,2
138,0.3455532926001358,1.0,0.5168299706026418,0.0,0.0625,0.0,0.4838709677419355,0.125359579898523,0.6554621848739496,0.5714285714285714,0.8,0.43743257820927733,0.3112313937753721,0.630122116689281,0.7857142857142857,0.375,0.0555555555555555,1.0,0.0,1.0,2
139,0.9904955872369312,1.0,0.6107955340384223,0.0,0.0,1.0,0.7580645161290323,0.3643212649437829,0.0504201680672269,0.1428571428571428,0.75,0.22330097087378645,0.8761840324763195,0.8146540027137043,0.9285714285714284,0.1875,0.1111111111111111,1.0,0.0,0.0,0
141,0.5030549898167006,1.0,0.3372340179973936,0.0,0.4375,1.0,0.7258064516129032,0.8476890283556395,0.7478991596638654,0.4285714285714285,0.8500000000000001,0.05987055016181221,0.9749661705006768,0.3611940298507463,0.2142857142857143,0.4375,0.2777777777777777,1.0,0.0,0.0,3
142,0.3455532926001358,0.0,0.0378571058607505,1.0,0.0625,0.0,0.8225806451612904,0.8477222960576095,0.5546218487394957,0.5714285714285714,0.7000000000000001,0.929881337648328,0.7313937753721245,0.648032564450475,0.1428571428571429,0.375,0.1666666666666666,0.0,1.0,0.0,2
146,0.130346232179226,1.0,0.6736210786646273,0.0,0.0,0.0,0.6935483870967742,0.1164850355677125,0.6302521008403362,0.1428571428571428,0.15,0.26591154261057176,0.6069012178619757,0.7869742198100408,0.2857142857142857,0.3125,0.9444444444444444,1.0,0.0,0.0,1
147,0.8995247793618465,0.0,0.0143854319881769,0.0,0.1875,0.0,0.4838709677419355,0.0157455405813232,0.2521008403361344,0.5714285714285714,0.05,0.19417475728155345,0.46617050067659,1.0,0.8571428571428571,0.4375,0.4999999999999999,0.0,1.0,1.0,2
148,0.4650373387644263,0.0,0.6201897197722852,0.0,0.0,0.0,0.0806451612903225,0.580886976822218,0.8067226890756302,0.8571428571428572,0.35,0.35760517799352753,0.3470906630581867,0.648032564450475,0.7142857142857143,0.0625,0.4999999999999999,1.0,1.0,1.0,0
150,0.4650373387644263,1.0,0.073447219288518,0.0,0.0625,0.0,0.1451612903225806,0.417980020114078,0.2016806722689076,0.5714285714285714,0.15,0.7157497303128371,0.1427604871447902,0.4621438263229308,0.6428571428571429,0.4375,0.1111111111111111,1.0,0.0,1.0,3
151,0.5112016293279023,0.0,0.0142602401390231,1.0,0.0,1.0,0.1129032258064516,0.8477184709794304,0.3697478991596638,0.1428571428571428,0.8500000000000001,0.05987055016181221,0.8788903924221922,0.8146540027137043,0.9285714285714284,0.125,0.6666666666666665,1.0,0.0,1.0,2
152,0.0400543109300746,1.0,0.0143634974550449,1.0,0.0,0.0,0.467741935483871,0.9734259839211278,0.9243697478991596,0.8571428571428572,0.05,0.42286947141316084,0.1427604871447902,0.0526458616010854,0.7857142857142857,0.0625,0.7222222222222221,1.0,0.0,0.0,3
154,0.4650373387644263,1.0,0.9620695343400864,0.0,0.1875,1.0,0.8387096774193549,0.4311274057785187,0.957983193277311,1.0,0.25,0.4654800431499461,0.6400541271989175,0.2396200814111262,0.2142857142857143,0.0625,0.4444444444444445,1.0,0.0,1.0,1
155,0.9035980991174474,0.0,0.0761855793705549,1.0,0.0,1.0,0.4193548387096774,0.8477465535994297,0.6722689075630252,0.8571428571428572,0.1,0.29288025889967634,0.9614343707713128,0.8146540027137043,0.9285714285714284,0.0625,0.4999999999999999,0.0,0.0,0.0,3
156,0.7773251866938221,0.0,0.6085968000422393,1.0,0.0,1.0,0.2903225806451612,0.0232862355378382,0.2100840336134454,0.0,0.2,0.07551240560949292,1.0,0.0051560379918588,0.1428571428571429,0.25,0.2777777777777777,1.0,0.0,0.0,2
157,0.3455532926001358,1.0,0.2733472769305118,1.0,0.1875,1.0,0.1129032258064516,0.9014446927079696,0.3529411764705882,0.1428571428571428,0.6000000000000001,0.40075512405609504,0.1427604871447902,0.4621438263229308,0.7857142857142857,0.4375,0.3333333333333333,1.0,0.0,1.0,0
159,0.3455532926001358,1.0,0.0867101872531995,0.0,0.125,1.0,0.8387096774193549,0.426028066699637,0.7394957983193277,0.8571428571428572,0.75,0.35760517799352753,0.933017591339648,0.7869742198100408,0.0714285714285714,0.25,0.3888888888888889,1.0,1.0,1.0,1
160,0.4650373387644263,1.0,0.53409533541615,0.0,1.0,0.0,0.2096774193548387,0.0167466524432954,0.7563025210084034,0.8571428571428572,0.8500000000000001,0.586839266450917,0.4411366711772666,0.3354138398914519,0.7857142857142857,0.1875,0.9444444444444444,0.0,0.0,0.0,1
