id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
32,0.21317040054310932,0.0,0.014302889295084054,1.0,0.0,0.0,0.16129032258064516,0.6472496192321552,0.638655462184874,1.0,0.35000000000000003,0.1699029126213592,0.14276048714479023,0.648032564450475,0.5714285714285714,0.0625,0.7222222222222221,1.0,1.0,1.0
33,0.3455532926001358,1.0,0.6501172644424607,1.0,0.25,1.0,0.06451612903225806,0.429135957303045,0.0,0.0,0.25,0.3576051779935275,0.5818673883626523,0.46214382632293083,0.8571428571428571,0.4375,0.27777777777777773,1.0,1.0,0.0
35,0.8995247793618465,1.0,0.07700176643129925,0.0,0.0625,1.0,0.0,0.6449247429803208,0.25210084033613445,0.7142857142857142,0.15000000000000002,0.6709816612729234,0.527063599458728,0.648032564450475,0.7142857142857143,0.3125,0.2222222222222222,1.0,0.0,1.0
38,0.8995247793618465,0.0,0.014265593256931414,1.0,0.0,1.0,0.29032258064516125,0.018859131534222768,0.16806722689075637,0.0,0.2,0.14617044228694714,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
39,0.13034623217922603,0.0,0.03623148717972455,0.0,0.1875,1.0,0.17741935483870966,0.08436591135134704,0.823529411764706,0.42857142857142855,0.55,0.2222222222222222,0.9384303112313939,0.7970149253731345,0.4285714285714286,0.6875,0.3333333333333333,1.0,1.0,0.0
41,0.4650373387644263,1.0,0.014428266648323779,0.0,0.0,0.0,0.9516129032258065,0.9044590098654102,0.9243697478991596,0.42857142857142855,0.05,0.6774541531823084,0.3470906630581867,0.052645861601085475,0.2142857142857143,0.0,0.3333333333333333,1.0,0.0,1.0
42,0.3034623217922606,1.0,0.5144045934560626,1.0,0.0,0.0,0.20967741935483872,0.028553854291632878,0.495798319327731,0.42857142857142855,0.15000000000000002,0.215210355987055,0.0872801082543978,0.3590230664857531,0.7142857142857143,0.1875,0.2222222222222222,0.0,1.0,0.0
43,0.05974202308214527,0.0,0.014271162354596856,1.0,0.3125,1.0,0.29032258064516125,0.01897786234977741,0.16806722689075637,0.0,0.55,0.14617044228694714,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
44,0.4650373387644263,1.0,0.8611981550878405,1.0,0.0,0.0,0.5,0.9663896062404785,0.17647058823529416,0.0,0.65,0.640237324703344,0.7936400541271988,0.1419267299864315,0.8571428571428571,0.1875,0.49999999999999994,1.0,0.0,1.0
45,0.8995247793618465,0.0,0.6283187424645507,0.0,0.0625,1.0,0.6935483870967742,0.11826775532777355,0.5126050420168068,0.7142857142857142,0.2,0.3214670981661273,0.9560216508795671,0.7869742198100408,0.7857142857142857,0.1875,0.05555555555555555,1.0,0.0,1.0
46,0.9775967413441954,0.0,0.5812587974512213,1.0,0.0,0.0,0.08064516129032258,0.38847213882566983,0.638655462184874,0.8571428571428572,1.0,0.15210355987055016,0.14276048714479023,0.46214382632293083,0.8571428571428571,0.5,0.4444444444444445,1.0,0.0,0.0
48,0.4317718940936863,0.0,0.014365610876595353,0.0,0.0,0.0,0.8870967741935484,0.40400052169270156,0.9747899159663865,1.0,0.75,0.36893203883495146,0.8761840324763195,0.8146540027137043,0.8571428571428571,0.1875,0.6111111111111112,1.0,1.0,0.0
49,0.9775967413441954,0.0,0.014387240653014777,0.0,0.0,1.0,0.16129032258064516,0.40947552968239975,0.10924369747899165,0.8571428571428572,1.0,0.4228694714131607,0.41204330175913395,0.8146540027137043,0.4285714285714286,0.25,0.3888888888888889,1.0,0.0,1.0
50,0.4650373387644263,1.0,0.6060201050043847,0.0,0.125,1.0,0.6451612903225806,0.012861573143953486,0.6722689075630252,0.5714285714285714,0.5,0.20064724919093851,0.9519621109607579,0.46214382632293083,0.3571428571428571,0.4375,0.16666666666666669,1.0,0.0,0.0
51,0.3455532926001358,0.0,0.3977568204615218,0.0,0.0,1.0,0.0967741935483871,0.079036334108677,0.5882352941176471,0.5714285714285714,0.35000000000000003,0.3576051779935275,0.4411366711772666,0.9109905020352782,0.3571428571428571,0.6875,0.0,1.0,1.0,1.0
53,0.7182620502376104,0.0,0.09403818077692327,0.0,0.0,1.0,0.1129032258064516,0.3632137768042771,0.5882352941176471,0.14285714285714285,0.05,0.5960086299892124,0.874830852503383,0.10800542740841249,0.5714285714285714,0.1875,0.9444444444444444,1.0,1.0,1.0
55,0.3455532926001358,1.0,0.905564391735969,1.0,0.125,1.0,0.14516129032258066,0.121107004673821,0.2773109243697479,0.5714285714285714,0.75,0.3576051779935275,0.3220568335588634,0.630122116689281,0.6428571428571429,0.1875,0.6111111111111112,1.0,1.0,1.0
56,0.13034623217922603,0.0,0.01426595763995736,1.0,0.0,1.0,0.4516129032258065,0.03079836285314463,0.2100840336134454,0.0,0.4,0.14617044228694714,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
57,0.8995247793618465,0.0,0.014270160190856446,1.0,0.0,1.0,0.29032258064516125,0.01959898331906512,0.2100840336134454,0.0,0.2,0.07551240560949299,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
59,0.3455532926001358,1.0,0.6137254602149116,0.0,0.3125,0.0,0.0967741935483871,0.11909374428685658,0.5546218487394957,0.14285714285714285,0.45,0.1720604099244876,0.8761840324763195,0.7869742198100408,0.2857142857142857,0.3125,0.9444444444444444,1.0,0.0,0.0
61,0.691785471826205,1.0,0.09039552537679485,0.0,0.0625,1.0,0.5483870967741935,0.43349026815691666,0.8319327731092437,1.0,0.2,0.1720604099244876,0.7401894451962112,0.0876526458616011,0.9285714285714285,0.4375,0.4444444444444445,1.0,0.0,0.0
63,0.3034623217922606,0.0,0.014344391859223315,1.0,0.0,1.0,0.5645161290322581,0.582633984330205,0.24369747899159666,0.42857142857142855,0.8,0.6774541531823084,0.14276048714479023,0.4483039348710991,0.8571428571428571,0.5625,0.5555555555555556,1.0,0.0,1.0
65,0.5390359809911744,0.0,0.345273250970276,1.0,0.0,1.0,0.25806451612903225,0.45577266318339554,0.26050420168067223,0.14285714285714285,0.75,0.2659115426105717,0.33491204330175917,0.3590230664857531,0.3571428571428571,0.6875,0.16666666666666669,0.0,1.0,1.0
67,0.21317040054310932,0.0,0.014471558443539506,0.0,0.1875,0.0,0.467741935483871,0.13345693229272323,0.5546218487394957,0.5714285714285714,0.7000000000000001,0.4228694714131607,0.21177266576454667,0.648032564450475,0.7857142857142857,0.0625,0.1111111111111111,0.0,0.0,1.0
68,0.691785471826205,1.0,0.2738682103879733,0.0,0.0,1.0,0.7096774193548387,0.6322965752210595,0.9495798319327732,0.8571428571428572,0.05,0.3576051779935275,0.23477672530446547,0.9959294436906377,0.9285714285714285,0.625,0.1111111111111111,1.0,0.0,0.0
70,0.13034623217922603,1.0,0.4175525153333118,1.0,0.0,0.0,0.30645161290322576,0.3610594314171114,0.18487394957983194,0.5714285714285714,0.7000000000000001,0.1699029126213592,0.14276048714479023,0.46214382632293083,0.7857142857142857,0.0,0.1111111111111111,1.0,0.0,1.0
72,0.3455532926001358,0.0,0.40857855112195346,0.0,0.25,1.0,0.0967741935483871,0.4216973609314376,0.4873949579831932,0.8571428571428572,0.25,0.6035598705501617,0.996617050067659,0.30122116689280876,0.6428571428571429,0.0625,0.0,1.0,0.0,1.0
73,0.691785471826205,1.0,0.6228334771872617,1.0,0.0,1.0,0.16129032258064516,0.01796579808236722,0.8991596638655462,0.14285714285714285,0.25,0.12837108953613807,0.5338294993234101,0.46214382632293083,0.2142857142857143,0.0625,1.0,1.0,1.0,0.0
74,0.4650373387644263,0.0,0.014437721614913052,1.0,0.0,0.0,0.467741935483871,0.4196482943127883,0.3697478991596638,0.2857142857142857,0.45,0.4228694714131607,0.14276048714479023,0.46214382632293083,0.1428571428571429,0.375,0.6111111111111112,1.0,0.0,1.0
77,0.8995247793618465,0.0,0.8741495879322874,1.0,0.0,1.0,0.9193548387096774,0.8472854204948033,0.26050420168067223,0.2857142857142857,0.9,0.6499460625674217,0.45128552097428964,0.46214382632293083,0.9285714285714285,0.75,0.6111111111111112,1.0,0.0,1.0
78,0.13034623217922603,0.0,0.014265954989898993,1.0,0.0,1.0,0.6290322580645161,0.01960913311702316,0.04201680672268915,0.0,0.2,0.3268608414239482,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
82,0.4317718940936863,1.0,0.10232130127169459,1.0,0.0,1.0,0.0,0.8478050791319504,0.5546218487394957,0.8571428571428572,0.5,0.2659115426105717,0.9614343707713127,0.8146540027137043,0.8571428571428571,0.4375,0.27777777777777773,1.0,1.0,1.0
84,0.13034623217922603,0.0,0.014280373515816097,1.0,0.0,1.0,0.4032258064516129,0.01922357042167094,0.04201680672268915,0.0,0.2,0.27777777777777773,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
85,0.9035980991174474,0.0,0.6527043914350903,1.0,0.0,0.0,0.0967741935483871,0.11998711770705243,0.01680672268907568,0.8571428571428572,0.5,0.15480043149946063,0.13193504736129902,0.005156037991858889,0.2857142857142857,0.4375,0.3333333333333333,0.0,1.0,0.0
86,0.7345553292600134,1.0,0.40494484761900024,0.0,0.4375,1.0,0.9838709677419355,0.4374079951088429,0.2773109243697479,0.8571428571428572,0.8500000000000001,0.1699029126213592,0.14276048714479023,0.46214382632293083,0.9285714285714285,0.5625,0.2222222222222222,1.0,1.0,1.0
90,0.4650373387644263,1.0,0.9328262515248584,1.0,0.25,1.0,0.08064516129032258,0.5831729671197219,0.2773109243697479,0.8571428571428572,0.2,0.1699029126213592,0.6813261163734776,0.36119402985074633,0.7142857142857143,0.3125,0.49999999999999994,1.0,1.0,1.0
91,0.05974202308214527,0.0,0.6008397717852236,1.0,0.0,1.0,0.8387096774193549,0.015864679722083018,0.2100840336134454,0.42857142857142855,0.4,0.15480043149946063,1.0,0.005156037991858889,0.8571428571428571,0.6875,0.5555555555555556,1.0,1.0,0.0
94,0.3455532926001358,1.0,0.003203694873210289,1.0,0.0625,1.0,0.0,0.049124781226133465,0.495798319327731,0.7142857142857142,0.15000000000000002,0.913700107874865,0.8788903924221922,0.8146540027137043,0.7857142857142857,0.1875,0.2222222222222222,1.0,0.0,0.0
95,0.06788866259334692,1.0,0.4133207833164611,0.0,0.25,1.0,0.0967741935483871,0.5817039901883645,0.6470588235294118,0.8571428571428572,0.25,0.3576051779935275,0.4411366711772666,0.7134328358208956,0.6428571428571429,0.0625,0.6666666666666665,1.0,0.0,1.0
96,0.636795655125594,0.0,0.6360706114995953,0.0,0.25,1.0,0.0,0.8477479492506602,0.5546218487394957,0.0,0.1,0.21952535059331174,0.8450608930987822,0.36119402985074633,0.9285714285714285,0.4375,0.6666666666666665,1.0,1.0,0.0
98,0.4317718940936863,0.0,0.014360112447153045,1.0,0.0,1.0,0.33870967741935487,0.1341562842664716,0.5546218487394957,0.14285714285714285,0.0,0.4228694714131607,0.8761840324763195,0.8146540027137043,0.2857142857142857,0.1875,0.9444444444444444,1.0,0.0,0.0
101,0.3455532926001358,0.0,0.9666226813364527,1.0,0.0,0.0,0.5,0.02056539942107458,0.6722689075630252,0.0,0.05,0.273462783171521,0.7050067658998647,0.4567164179104478,0.9285714285714285,0.1875,1.0,0.0,1.0,0.0
102,0.3455532926001358,1.0,0.6484576609712158,1.0,0.125,1.0,0.8387096774193549,0.420348657377521,0.8571428571428571,0.5714285714285714,0.45,0.15210355987055016,0.7401894451962112,0.46214382632293083,0.7857142857142857,0.0,0.6111111111111112,1.0,1.0,1.0
104,0.13034623217922603,0.0,0.699008419665194,1.0,0.0,1.0,0.4838709677419355,0.43734981416822843,0.8319327731092437,0.8571428571428572,0.05,0.007551240560949298,0.5284167794316644,0.46214382632293083,0.8571428571428571,0.6875,0.27777777777777773,1.0,1.0,1.0
105,0.4650373387644263,0.0,0.014428120453437027,0.0,0.1875,0.0,0.16129032258064516,0.6500087450188228,0.19327731092436973,0.42857142857142855,0.9500000000000001,0.715749730312837,0.14276048714479023,0.648032564450475,0.6428571428571429,0.375,0.6666666666666665,1.0,1.0,1.0
108,0.05974202308214527,0.0,0.014293475404399486,1.0,0.0,1.0,0.24193548387096772,0.019679360731416646,0.31092436974789917,0.0,0.2,0.07551240560949299,1.0,0.005156037991858889,0.1428571428571429,0.0,0.27777777777777773,1.0,0.0,0.0
109,0.8995247793618465,0.0,0.014265581331668775,1.0,0.0,1.0,0.8387096774193549,0.01952790664749902,0.04201680672268915,0.0,0.55,0.14617044228694714,0.48308525033829497,0.005156037991858889,0.1428571428571429,0.0,0.27777777777777773,1.0,0.0,0.0
112,0.8995247793618465,0.0,0.01426620321203298,1.0,0.3125,1.0,0.29032258064516125,0.020982622442985873,0.2100840336134454,0.0,0.55,0.14617044228694714,1.0,0.005156037991858889,0.07142857142857145,0.25,0.27777777777777773,1.0,0.0,0.0
113,0.691785471826205,0.0,0.8697606036601178,1.0,0.0,0.0,0.6774193548387097,0.3704956756778239,0.39495798319327735,0.2857142857142857,0.7000000000000001,0.13160733549083065,0.3504736129905277,0.38995929443690636,0.7857142857142857,0.625,1.0,1.0,0.0,1.0
114,0.5112016293279023,0.0,0.014331666720604902,0.0,1.0,0.0,0.33870967741935487,0.8477302497573076,0.47058823529411764,0.8571428571428572,0.75,0.2659115426105717,0.8788903924221922,0.8146540027137043,0.9285714285714285,0.5,0.0,0.0,0.0,1.0
115,0.4650373387644263,1.0,0.07897976646557597,0.0,0.125,0.0,0.467741935483871,0.4006984346463297,0.5882352941176471,0.14285714285714285,0.15000000000000002,0.640237324703344,0.14884979702300405,0.46214382632293083,0.2857142857142857,0.0625,0.2222222222222222,1.0,0.0,0.0
118,0.13034623217922603,0.0,0.014270681369002669,1.0,0.0,1.0,0.8387096774193549,0.01856187510573584,0.2100840336134454,0.0,0.2,0.07551240560949299,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
119,0.9151391717583163,0.0,0.589946514724345,1.0,0.125,0.0,0.16129032258064516,0.3943368143672805,0.2184873949579832,0.8571428571428572,0.15000000000000002,0.913700107874865,0.7070365358592694,0.46214382632293083,0.8571428571428571,0.4375,0.7222222222222221,1.0,0.0,0.0
120,0.4317718940936863,1.0,0.5841798931915438,0.0,0.0,0.0,0.22580645161290322,0.8477960830147309,0.8319327731092437,0.8571428571428572,0.05,0.2659115426105717,0.9614343707713127,0.8146540027137043,0.8571428571428571,0.5,0.5555555555555556,0.0,1.0,0.0
121,0.05974202308214527,0.0,0.014264846382147367,1.0,0.0,1.0,0.8387096774193549,0.01868839866740239,0.04201680672268915,0.0,0.2,0.15480043149946063,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
122,0.8995247793618465,0.0,0.9391319766403379,0.0,0.0,0.0,0.5645161290322581,0.6435540600799746,0.7899159663865546,0.7142857142857142,0.15000000000000002,0.29288025889967634,0.8640054127198917,0.6602442333785619,0.6428571428571429,0.0625,0.49999999999999994,1.0,0.0,1.0
123,0.012898845892735877,0.0,0.01428207176155516,1.0,0.0,1.0,0.29032258064516125,0.02185034483058178,0.2100840336134454,0.8571428571428572,0.55,0.15480043149946063,0.13193504736129902,0.005156037991858889,0.1428571428571429,0.6875,0.3333333333333333,1.0,0.0,1.0
124,0.4317718940936863,1.0,0.0317675747155127,1.0,0.0,1.0,0.29032258064516125,0.8476606940431196,0.7899159663865546,0.42857142857142855,0.30000000000000004,0.059870550161812294,0.9566982408660352,0.36119402985074633,0.7142857142857143,0.1875,0.1111111111111111,1.0,0.0,1.0
125,0.13034623217922603,0.0,0.014268577664332927,1.0,0.0,1.0,0.6451612903225806,0.023264770378704332,0.4285714285714285,0.0,0.2,0.059870550161812294,1.0,0.005156037991858889,0.1428571428571429,0.0,0.27777777777777773,1.0,0.0,0.0
127,0.8995247793618465,0.0,0.01426718550033565,1.0,0.0,1.0,0.6290322580645161,0.020765119056562923,0.0672268907563025,0.0,0.2,0.07551240560949299,1.0,0.005156037991858889,0.1428571428571429,0.25,0.5555555555555556,1.0,0.0,0.0
130,0.13034623217922603,1.0,0.01436775830722814,0.0,0.0,1.0,0.1935483870967742,0.013916510477684715,0.4873949579831932,0.14285714285714285,1.0,0.36893203883495146,0.9614343707713127,0.8146540027137043,0.8571428571428571,0.5,0.27777777777777773,1.0,1.0,1.0
131,0.05974202308214527,0.0,0.014269389023870677,1.0,0.0,1.0,0.8387096774193549,0.022527761747142664,0.0672268907563025,0.0,0.2,0.07551240560949299,1.0,0.005156037991858889,0.1428571428571429,0.25,0.6666666666666665,1.0,0.0,0.0
132,0.4650373387644263,0.0,0.37645597326210894,1.0,0.25,0.0,0.0967741935483871,0.4285954686793054,0.5546218487394957,0.5714285714285714,0.2,0.13160733549083065,0.7401894451962112,0.46214382632293083,0.2142857142857143,0.25,0.7222222222222221,1.0,0.0,1.0
134,0.4317718940936863,0.0,0.6706542884094999,1.0,0.0,1.0,0.4838709677419355,0.08795982777374316,0.5546218487394957,1.0,0.35000000000000003,0.2659115426105717,0.9614343707713127,0.8146540027137043,0.2142857142857143,0.0625,1.0,1.0,1.0,1.0
135,0.13034623217922603,1.0,0.014325201461533876,0.0,0.0,1.0,0.4516129032258065,0.36295739394487614,0.3697478991596638,0.42857142857142855,0.15000000000000002,0.4228694714131607,0.3470906630581867,0.8146540027137043,0.6428571428571429,0.1875,0.49999999999999994,1.0,0.0,1.0
136,0.3455532926001358,1.0,0.9331333844564631,0.0,0.0,1.0,0.5483870967741935,0.9067524893656859,0.26050420168067223,0.2857142857142857,0.05,0.1941747572815534,0.584573748308525,0.46214382632293083,0.9285714285714285,0.0625,0.3888888888888889,1.0,0.0,1.0
137,0.13034623217922603,0.0,0.01426080415977965,1.0,0.0,1.0,0.6290322580645161,0.018084789232245702,0.2100840336134454,0.0,0.2,0.3268608414239482,1.0,0.005156037991858889,0.1428571428571429,0.3125,0.27777777777777773,1.0,0.0,0.0
138,0.3455532926001358,1.0,0.5168299706026418,0.0,0.0625,0.0,0.4838709677419355,0.125359579898523,0.6554621848739496,0.5714285714285714,0.8,0.4374325782092772,0.3112313937753721,0.630122116689281,0.7857142857142857,0.375,0.05555555555555555,1.0,0.0,1.0
139,0.9904955872369313,1.0,0.6107955340384223,0.0,0.0,1.0,0.7580645161290323,0.3643212649437829,0.050420168067226934,0.14285714285714285,0.75,0.2233009708737864,0.8761840324763195,0.8146540027137043,0.9285714285714285,0.1875,0.1111111111111111,1.0,0.0,0.0
141,0.5030549898167006,1.0,0.33723401799739366,0.0,0.4375,1.0,0.7258064516129032,0.8476890283556395,0.7478991596638654,0.42857142857142855,0.8500000000000001,0.059870550161812294,0.9749661705006767,0.36119402985074633,0.2142857142857143,0.4375,0.27777777777777773,1.0,0.0,0.0
142,0.3455532926001358,0.0,0.037857105860750584,1.0,0.0625,0.0,0.8225806451612904,0.8477222960576095,0.5546218487394957,0.5714285714285714,0.7000000000000001,0.9298813376483278,0.7313937753721245,0.648032564450475,0.1428571428571429,0.375,0.16666666666666669,0.0,1.0,0.0
146,0.13034623217922603,1.0,0.6736210786646273,0.0,0.0,0.0,0.6935483870967742,0.11648503556771252,0.6302521008403362,0.14285714285714285,0.15000000000000002,0.2659115426105717,0.6069012178619757,0.7869742198100408,0.2857142857142857,0.3125,0.9444444444444444,1.0,0.0,0.0
147,0.8995247793618465,0.0,0.014385431988176933,0.0,0.1875,0.0,0.4838709677419355,0.015745540581323283,0.25210084033613445,0.5714285714285714,0.05,0.1941747572815534,0.46617050067659005,1.0,0.8571428571428571,0.4375,0.49999999999999994,0.0,1.0,1.0
148,0.4650373387644263,0.0,0.6201897197722852,0.0,0.0,0.0,0.08064516129032258,0.580886976822218,0.8067226890756302,0.8571428571428572,0.35000000000000003,0.3576051779935275,0.3470906630581867,0.648032564450475,0.7142857142857143,0.0625,0.49999999999999994,1.0,1.0,1.0
150,0.4650373387644263,1.0,0.07344721928851805,0.0,0.0625,0.0,0.14516129032258066,0.417980020114078,0.20168067226890762,0.5714285714285714,0.15000000000000002,0.715749730312837,0.14276048714479023,0.46214382632293083,0.6428571428571429,0.4375,0.1111111111111111,1.0,0.0,1.0
151,0.5112016293279023,0.0,0.014260240139023134,1.0,0.0,1.0,0.1129032258064516,0.8477184709794304,0.3697478991596638,0.14285714285714285,0.8500000000000001,0.059870550161812294,0.8788903924221922,0.8146540027137043,0.9285714285714285,0.125,0.6666666666666665,1.0,0.0,1.0
152,0.040054310930074666,1.0,0.014363497455044949,1.0,0.0,0.0,0.467741935483871,0.9734259839211278,0.9243697478991596,0.8571428571428572,0.05,0.4228694714131607,0.14276048714479023,0.052645861601085475,0.7857142857142857,0.0625,0.7222222222222221,1.0,0.0,0.0
154,0.4650373387644263,1.0,0.9620695343400865,0.0,0.1875,1.0,0.8387096774193549,0.4311274057785187,0.957983193277311,1.0,0.25,0.465480043149946,0.6400541271989175,0.2396200814111262,0.2142857142857143,0.0625,0.4444444444444445,1.0,0.0,1.0
155,0.9035980991174474,0.0,0.07618557937055492,1.0,0.0,1.0,0.4193548387096774,0.8477465535994297,0.6722689075630252,0.8571428571428572,0.1,0.29288025889967634,0.9614343707713127,0.8146540027137043,0.9285714285714285,0.0625,0.49999999999999994,0.0,0.0,0.0
156,0.7773251866938221,0.0,0.6085968000422393,1.0,0.0,1.0,0.29032258064516125,0.02328623553783823,0.2100840336134454,0.0,0.2,0.07551240560949299,1.0,0.005156037991858889,0.1428571428571429,0.25,0.27777777777777773,1.0,0.0,0.0
157,0.3455532926001358,1.0,0.27334727693051186,1.0,0.1875,1.0,0.1129032258064516,0.9014446927079697,0.3529411764705882,0.14285714285714285,0.6000000000000001,0.4007551240560949,0.14276048714479023,0.46214382632293083,0.7857142857142857,0.4375,0.3333333333333333,1.0,0.0,1.0
159,0.3455532926001358,1.0,0.08671018725319957,0.0,0.125,1.0,0.8387096774193549,0.42602806669963705,0.7394957983193277,0.8571428571428572,0.75,0.3576051779935275,0.9330175913396481,0.7869742198100408,0.07142857142857145,0.25,0.3888888888888889,1.0,1.0,1.0
160,0.4650373387644263,1.0,0.53409533541615,0.0,1.0,0.0,0.20967741935483872,0.016746652443295474,0.7563025210084034,0.8571428571428572,0.8500000000000001,0.5868392664509169,0.4411366711772666,0.3354138398914519,0.7857142857142857,0.1875,0.9444444444444444,0.0,0.0,0.0
161,0.5112016293279023,1.0,0.9249471576042136,1.0,0.0625,0.0,0.1129032258064516,0.8479722321317601,0.4369747899159665,1.0,0.15000000000000002,0.0221143473570658,0.8322056833558864,0.8146540027137043,0.7857142857142857,0.125,0.27777777777777773,1.0,1.0,1.0
